reads,sketch_id,shared_hashes,mlst,meca,pvl,scc,clindamycin,rifampicin,ciprofloxacin,vancomycin,tetracycline,mupirocin,gentamicin,trimethoprim,penicillin,methicillin,erythromycin,fusidicacid,barcode,resolution,basecall_method
8000,SAMN06640057,914,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,90,10k,fast
8000,SAMEA3181456,913,ST1,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,90,10k,fast
8000,SAMEA103891351,912,ST1,MRSA,PVL*,SCCmec-III,R,S,S,S,R,S,S,S,R,R,R,S,90,10k,fast
1000,SAMEA4081516,3497,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,01,10k,hac
1000,SAMN06698300,3493,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,01,10k,hac
1000,SAMEA104188305,3492,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,01,10k,hac
1000,SAMEA1466452,3489,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,01,10k,hac
1000,SAMN05344905,3488,ST8,MRSA,PVL*,SCCmec-I,R,S,R,S,S,S,S,S,R,R,R,S,01,10k,hac
2000,SAMN05344905,2962,ST8,MRSA,PVL*,SCCmec-I,R,S,R,S,S,S,S,S,R,R,R,S,01,10k,hac
2000,SAMEA2384630,2961,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,01,10k,hac
2000,SAMN05509837,2961,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,01,10k,hac
2000,SAMEA1466452,2958,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,01,10k,hac
2000,SAMEA1484928,2957,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,01,10k,hac
3000,SAMN04868228,2505,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,01,10k,hac
3000,SAMN04868045,2503,ST8,MRSA,PVL+,SCCmec-II,S,S,R,S,S,S,S,S,R,R,R,S,01,10k,hac
3000,SAMN05509837,2498,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,01,10k,hac
3000,SAMN04868111,2495,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,01,10k,hac
3000,SAMEA104188305,2493,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,01,10k,hac
4000,SAMN08384037,2199,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,R,S,01,10k,hac
4000,SAMN04868045,2196,ST8,MRSA,PVL+,SCCmec-II,S,S,R,S,S,S,S,S,R,R,R,S,01,10k,hac
4000,SAMN04868111,2194,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,01,10k,hac
4000,SAMEA2384630,2191,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,01,10k,hac
4000,SAMN04868085,2188,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,01,10k,hac
5000,SAMN08384037,2001,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,R,S,01,10k,hac
5000,SAMN02854573,1992,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,01,10k,hac
5000,SAMN04868111,1992,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,01,10k,hac
5000,SAMN04868196,1992,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,01,10k,hac
5000,SAMN04868045,1986,ST8,MRSA,PVL+,SCCmec-II,S,S,R,S,S,S,S,S,R,R,R,S,01,10k,hac
6000,SAMN02854573,1834,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,01,10k,hac
6000,SAMN04868196,1832,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,01,10k,hac
6000,SAMN08384037,1832,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,R,S,01,10k,hac
6000,SAMN04868111,1831,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,01,10k,hac
6000,SAMN06698300,1828,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,01,10k,hac
7000,SAMN04868196,1612,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,01,10k,hac
7000,SAMN02854573,1606,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,01,10k,hac
7000,SAMN04868111,1603,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,01,10k,hac
7000,SAMN04868085,1597,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,01,10k,hac
7000,SAMN02865127,1595,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,01,10k,hac
8000,SAMN04868111,1443,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,01,10k,hac
8000,SAMN04868196,1440,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,01,10k,hac
8000,SAMN02854573,1436,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,01,10k,hac
8000,SAMN06698300,1435,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,01,10k,hac
8000,SAMN04868156,1433,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,01,10k,hac
1000,SAMEA3181194,3702,ST121,MSSA,PVL+,-,S,S,S,S,S,S,S,S,R,S,S,S,02,10k,hac
1000,SAMEA3449062,3690,ST121,MSSA,PVL+,-,R,S,S,S,R,S,S,R,R,S,R,S,02,10k,hac
1000,SAMEA3449052,3688,ST121,MSSA,PVL+,-,R,S,S,S,R,S,S,S,R,S,R,S,02,10k,hac
1000,SAMEA3449030,3685,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,02,10k,hac
1000,SAMEA2662121,3681,ST121,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,02,10k,hac
2000,SAMEA3449052,3213,ST121,MSSA,PVL+,-,R,S,S,S,R,S,S,S,R,S,R,S,02,10k,hac
2000,SAMEA3448949,3211,ST121,MSSA,PVL+,-,S,S,S,S,S,S,S,S,R,S,S,S,02,10k,hac
2000,SAMEA3448842,3207,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,02,10k,hac
2000,SAMEA3448848,3202,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,02,10k,hac
2000,SAMEA2058265,3195,ST121,MSSA,PVL+,-,S,S,S,S,S,S,S,S,R,S,S,S,02,10k,hac
3000,SAMEA3448848,2785,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,02,10k,hac
3000,SAMEA3449052,2771,ST121,MSSA,PVL+,-,R,S,S,S,R,S,S,S,R,S,R,S,02,10k,hac
3000,SAMEA2058265,2768,ST121,MSSA,PVL+,-,S,S,S,S,S,S,S,S,R,S,S,S,02,10k,hac
3000,SAMEA3448896,2767,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,02,10k,hac
3000,SAMEA3448949,2765,ST121,MSSA,PVL+,-,S,S,S,S,S,S,S,S,R,S,S,S,02,10k,hac
4000,SAMEA3448848,2368,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,02,10k,hac
4000,SAMEA3448949,2361,ST121,MSSA,PVL+,-,S,S,S,S,S,S,S,S,R,S,S,S,02,10k,hac
4000,SAMEA3449106,2355,ST121,MSSA,PVL+,-,R,S,S,S,R,S,S,S,R,S,R,S,02,10k,hac
4000,SAMEA3449052,2354,ST121,MSSA,PVL+,-,R,S,S,S,R,S,S,S,R,S,R,S,02,10k,hac
4000,SAMEA3449062,2342,ST121,MSSA,PVL+,-,R,S,S,S,R,S,S,R,R,S,R,S,02,10k,hac
5000,SAMEA3448848,2127,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,02,10k,hac
5000,SAMEA3448949,2109,ST121,MSSA,PVL+,-,S,S,S,S,S,S,S,S,R,S,S,S,02,10k,hac
5000,SAMEA3449106,2109,ST121,MSSA,PVL+,-,R,S,S,S,R,S,S,S,R,S,R,S,02,10k,hac
5000,SAMEA3448958,2102,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,R,R,S,S,S,02,10k,hac
5000,SAMEA3449052,2102,ST121,MSSA,PVL+,-,R,S,S,S,R,S,S,S,R,S,R,S,02,10k,hac
6000,SAMEA3448848,1937,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,02,10k,hac
6000,SAMEA3449106,1921,ST121,MSSA,PVL+,-,R,S,S,S,R,S,S,S,R,S,R,S,02,10k,hac
6000,SAMEA3448958,1911,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,R,R,S,S,S,02,10k,hac
6000,SAMEA3448896,1906,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,02,10k,hac
6000,SAMEA3448975,1906,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,02,10k,hac
7000,SAMEA3448848,1736,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,02,10k,hac
7000,SAMEA3449106,1730,ST121,MSSA,PVL+,-,R,S,S,S,R,S,S,S,R,S,R,S,02,10k,hac
7000,SAMEA3448958,1721,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,R,R,S,S,S,02,10k,hac
7000,SAMEA3448895,1714,ST2969,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,02,10k,hac
7000,SAMEA3449007,1711,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,02,10k,hac
8000,SAMEA3448958,1573,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,R,R,S,S,S,02,10k,hac
8000,SAMEA3448848,1571,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,02,10k,hac
8000,SAMEA3449106,1563,ST121,MSSA,PVL+,-,R,S,S,S,R,S,S,S,R,S,R,S,02,10k,hac
8000,SAMEA3448859,1552,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,02,10k,hac
8000,SAMEA3448911,1552,ST121,MSSA,PVL+,-,S,S,S,S,S,S,S,R,R,S,S,S,02,10k,hac
1000,SAMEA2663899,3601,ST1,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,R,09,10k,hac
1000,SAMEA2041710,3592,ST1,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,R,09,10k,hac
1000,SAMEA2040729,3589,ST1,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,R,09,10k,hac
1000,SAMEA2664771,3574,ST1,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,R,09,10k,hac
1000,SAMEA2664226,3571,ST1,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,R,09,10k,hac
2000,SAMEA2663899,3005,ST1,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,R,09,10k,hac
2000,SAMEA2383994,2993,ST1,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,R,09,10k,hac
2000,SAMEA2665050,2990,ST1,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,R,09,10k,hac
2000,SAMN06327964,2989,ST1,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,R,09,10k,hac
2000,SAMEA2664771,2988,ST1,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,R,09,10k,hac
3000,SAMEA2383994,2503,ST1,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,R,09,10k,hac
3000,SAMN06327964,2503,ST1,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,R,09,10k,hac
3000,SAMEA2664771,2500,ST1,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,R,09,10k,hac
3000,SAMEA2663899,2498,ST1,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,R,09,10k,hac
3000,SAMEA103948807,2492,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,r,09,10k,hac
4000,SAMN06327964,2175,ST1,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,R,09,10k,hac
4000,SAMEA2664771,2167,ST1,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,R,09,10k,hac
4000,SAMEA2663899,2166,ST1,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,R,09,10k,hac
4000,SAMEA1317313,2164,ST1,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,R,09,10k,hac
4000,SAMN08111965,2157,ST1,MSSA,PVL+,-,S,S,S,S,S,S,S,S,S,S,S,r,09,10k,hac
5000,SAMEA1317313,1922,ST1,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,R,09,10k,hac
5000,SAMN06327964,1914,ST1,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,R,09,10k,hac
5000,SAMEA2664771,1903,ST1,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,R,09,10k,hac
5000,SAMN08111965,1903,ST1,MSSA,PVL+,-,S,S,S,S,S,S,S,S,S,S,S,r,09,10k,hac
5000,SAMEA2041416,1900,ST1,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,R,09,10k,hac
6000,SAMEA1317313,1691,ST1,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,R,09,10k,hac
6000,SAMN06327964,1686,ST1,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,R,09,10k,hac
6000,SAMEA2041416,1680,ST1,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,R,09,10k,hac
6000,SAMEA2383994,1680,ST1,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,R,09,10k,hac
6000,SAMN08111965,1678,ST1,MSSA,PVL+,-,S,S,S,S,S,S,S,S,S,S,S,r,09,10k,hac
7000,SAMN08111965,1528,ST1,MSSA,PVL+,-,S,S,S,S,S,S,S,S,S,S,S,r,09,10k,hac
7000,SAMEA2383994,1518,ST1,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,R,09,10k,hac
7000,SAMN06327964,1518,ST1,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,R,09,10k,hac
7000,SAMEA1317313,1510,ST1,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,R,09,10k,hac
7000,SAMEA2041710,1509,ST1,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,R,09,10k,hac
8000,SAMN08111965,1395,ST1,MSSA,PVL+,-,S,S,S,S,S,S,S,S,S,S,S,r,09,10k,hac
8000,SAMEA2383994,1394,ST1,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,R,09,10k,hac
8000,SAMEA2041710,1385,ST1,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,R,09,10k,hac
8000,SAMN03289608,1383,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,R,09,10k,hac
8000,SAMN06327964,1381,ST1,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,R,09,10k,hac
1000,SAMN05345633,3558,ST6,MSSA,PVL*,-,S,S,S,S,R,S,S,S,R,S,S,S,10,10k,hac
1000,SAMN06327936,3558,ST6,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,10,10k,hac
1000,SAMEA104137088,3555,ST6,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,10,10k,hac
1000,SAMEA104152188,3555,ST6,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,10,10k,hac
1000,SAMEA3890630,3550,ST6,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,S,10,10k,hac
2000,SAMEA104137088,3030,ST6,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,10,10k,hac
2000,SAMEA104152188,3030,ST6,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,10,10k,hac
2000,SAMN06328057,3028,ST6,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,10,10k,hac
2000,SAMN06327936,3014,ST6,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,10,10k,hac
2000,SAMN06328182,3012,ST6,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,10,10k,hac
3000,SAMN06327936,2486,ST6,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,10,10k,hac
3000,SAMN06328057,2471,ST6,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,10,10k,hac
3000,SAMN06328182,2462,ST6,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,10,10k,hac
3000,SAMEA3449014,2455,ST6,MSSA,PVL*,-,S,S,S,S,R,S,S,S,R,S,S,S,10,10k,hac
3000,SAMEA104137088,2450,ST6,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,10,10k,hac
4000,SAMN06327936,2067,ST6,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,10,10k,hac
4000,SAMN06328182,2061,ST6,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,10,10k,hac
4000,SAMEA3449014,2050,ST6,MSSA,PVL*,-,S,S,S,S,R,S,S,S,R,S,S,S,10,10k,hac
4000,SAMEA3448898,2049,ST6,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,10,10k,hac
4000,SAMN05340523,2049,ST6,MSSA,PVL*,-,S,S,S,S,R,S,S,S,R,S,S,S,10,10k,hac
5000,SAMN05340523,1795,ST6,MSSA,PVL*,-,S,S,S,S,R,S,S,S,R,S,S,S,10,10k,hac
5000,SAMN06327936,1794,ST6,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,10,10k,hac
5000,SAMN06328182,1790,ST6,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,10,10k,hac
5000,SAMN06328057,1782,ST6,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,10,10k,hac
5000,SAMEA3449014,1780,ST6,MSSA,PVL*,-,S,S,S,S,R,S,S,S,R,S,S,S,10,10k,hac
6000,SAMN06327936,1595,ST6,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,10,10k,hac
6000,SAMN06328057,1595,ST6,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,10,10k,hac
6000,SAMEA3448886,1587,ST6,MSSA,PVL*,-,S,S,S,S,R,S,S,S,R,S,S,S,10,10k,hac
6000,SAMEA3449014,1587,ST6,MSSA,PVL*,-,S,S,S,S,R,S,S,S,R,S,S,S,10,10k,hac
6000,SAMN05340523,1586,ST6,MSSA,PVL*,-,S,S,S,S,R,S,S,S,R,S,S,S,10,10k,hac
7000,SAMN06328057,1456,ST6,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,10,10k,hac
7000,SAMN06328182,1451,ST6,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,10,10k,hac
7000,SAMN06327500,1450,ST6,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,10,10k,hac
7000,SAMEA2743810,1448,ST1649,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,R,R,R,S,S,10,10k,hac
7000,SAMN06327936,1448,ST6,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,10,10k,hac
8000,SAMN06328182,1345,ST6,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,10,10k,hac
8000,SAMN06328057,1342,ST6,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,10,10k,hac
8000,SAMEA104452126,1341,ST6,MRSA,PVL*,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,S,S,10,10k,hac
8000,SAMEA3216210,1341,ST6,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,10,10k,hac
8000,SAMEA3671754,1340,ST6,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,10,10k,hac
1000,SAMEA2663899,3514,ST1,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,R,17,10k,hac
1000,SAMEA2040729,3507,ST1,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,R,17,10k,hac
1000,SAMEA2827033,3504,ST1,MSSA,PVL*,-,R,S,S,S,R,S,S,S,R,S,R,S,17,10k,hac
1000,SAMEA103891373,3501,ST1,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,17,10k,hac
1000,SAMEA3181456,3500,ST1,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,17,10k,hac
2000,SAMEA2383994,2827,ST1,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,R,17,10k,hac
2000,SAMEA2663899,2821,ST1,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,R,17,10k,hac
2000,SAMEA2664479,2811,ST1,MRSA,PVL*,SCCmec-III,R,S,S,S,R,S,S,S,R,R,R,S,17,10k,hac
2000,SAMEA3919890,2808,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,17,10k,hac
2000,SAMEA4387631,2803,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,17,10k,hac
3000,SAMEA3919890,2296,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,17,10k,hac
3000,SAMEA2663899,2295,ST1,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,R,17,10k,hac
3000,SAMEA103891351,2294,ST1,MRSA,PVL*,SCCmec-III,R,S,S,S,R,S,S,S,R,R,R,S,17,10k,hac
3000,SAMEA2664199,2291,ST1,MRSA,PVL*,SCCmec-III,R,S,S,S,R,S,S,S,R,R,R,S,17,10k,hac
3000,SAMEA103891373,2290,ST1,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,17,10k,hac
4000,SAMN08815344,1984,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,17,10k,hac
4000,SAMEA1317313,1982,ST1,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,R,17,10k,hac
4000,SAMEA3919890,1980,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,17,10k,hac
4000,SAMN06327964,1977,ST1,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,R,17,10k,hac
4000,SAMEA1568644,1973,ST1,MRSA,PVL+,SCCmec-V,r,S,S,S,R,S,R,S,R,R,r,R,17,10k,hac
5000,SAMN08815344,1772,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,17,10k,hac
5000,SAMEA1317313,1767,ST1,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,R,17,10k,hac
5000,SAMEA3181497,1758,ST474,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,17,10k,hac
5000,SAMEA3919890,1757,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,17,10k,hac
5000,SAMN06327964,1756,ST1,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,R,17,10k,hac
6000,SAMEA1317313,1588,ST1,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,R,17,10k,hac
6000,SAMEA2383994,1586,ST1,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,R,17,10k,hac
6000,SAMEA3181497,1586,ST474,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,17,10k,hac
6000,SAMN08815344,1586,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,17,10k,hac
6000,SAMEA1572357,1583,ST1,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,S,17,10k,hac
7000,SAMEA2383994,1429,ST1,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,R,17,10k,hac
7000,SAMN08111965,1422,ST1,MSSA,PVL+,-,S,S,S,S,S,S,S,S,S,S,S,r,17,10k,hac
7000,SAMEA104137961,1420,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,17,10k,hac
7000,SAMEA3181497,1417,ST474,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,17,10k,hac
7000,SAMN03289608,1414,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,R,17,10k,hac
8000,SAMN08111965,1316,ST1,MSSA,PVL+,-,S,S,S,S,S,S,S,S,S,S,S,r,17,10k,hac
8000,SAMEA2383994,1313,ST1,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,R,17,10k,hac
8000,SAMEA104137961,1307,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,17,10k,hac
8000,SAMN03289608,1306,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,R,17,10k,hac
8000,SAMN06640057,1306,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,17,10k,hac
1000,SAMEA2826909,3586,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,18,10k,hac
1000,SAMEA3283339,3583,ST72,MSSA,PVL*,-,R,S,R,S,S,S,S,S,R,S,R,S,18,10k,hac
1000,SAMEA3180939,3577,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,18,10k,hac
1000,SAMEA3181074,3577,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,18,10k,hac
1000,SAMEA2445578,3574,ST72,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,18,10k,hac
2000,SAMEA3283339,2899,ST72,MSSA,PVL*,-,R,S,R,S,S,S,S,S,R,S,R,S,18,10k,hac
2000,SAMEA3181074,2897,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,18,10k,hac
2000,SAMEA2445578,2893,ST72,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,18,10k,hac
2000,SAMEA3181220,2890,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,18,10k,hac
