pubmlst_id,n_reads,st,coverage,arcC,aroE,glpF,gmk,pta,tpi,yqiL
45496,4000,ND,95.94,377*,4*,1,4,4*,44,141*
45496,5000,ND,96.59,377*,4*,1,4,4*,44,141*
45496,6000,ND,96.88,3*,4,1,4,4*,44,141*
45496,7000,ND,96.88,3*,4,1,4,4*,44,141*
45496,8000,ND,96.94,3*,4,1,4,4*,44,144*
45497,1000,ND,57.57,340*,4*,893*,4*,906*,35*,544*
45497,2000,ND,68.61,340*,4*,1*,4*,341*,121*,544*
45497,3000,ND,80.17,1*,4,1,4*,341*,156*,10*
45497,4000,ND,81.55,1*,4,1,300*,341*,156*,10*
45497,5000,ND,82.58,1*,4,1,300*,341*,156*,10*
45497,6000,ND,82.78,1*,4,1,300*,341*,156*,10*
45497,7000,ND,82.97,1*,4,1,300*,341*,794*,10*
45497,8000,ND,83.13,1*,4,1,300*,65*,156*,10*
45498,1000,ND,37.77,545*,927*,386*,475*,184*,329*,620*
45498,2000,ND,65.59,1*,927*,1*,215*,184*,29*,10*
45498,3000,ND,69.03,1*,4*,1*,215*,184*,358*,10*
45498,4000,ND,69.53,1*,4*,798*,396*,184*,358*,1025*
45498,5000,ND,70.41,1*,4*,1,396*,769*,226*,1025*
45498,6000,ND,70.80,1*,4*,1,396*,635*,226*,1025*
45498,7000,ND,72.31,1*,4*,1,482*,891*,226*,1025*
45498,8000,ND,72.38,1*,4,1,482*,891*,372*,1025*
45499,1000,ND,65.52,1*,815*,31*,470*,4*,278*,934*
45499,2000,ND,81.42,1*,4*,1,8*,4*,227*,923*
45499,3000,ND,92.31,1*,4*,1,8,4,470*,709*
45499,4000,ND,96.20,1,4*,1,8,4,4*,709*
45499,5000,ND,96.94,1,4,1,8,4,4,709*
45499,6000,ND,96.97,1,4,1,8,4,4,183*
45499,7000,ND,97.17,1,4,1,8,4,4,183*
45499,8000,ND,97.17,1,4,1,8,4,4,183*
45500,1000,ND,49.45,606*,321*,135*,198*,299*,291*,1*
45500,2000,ND,83.50,13*,13*,232*,1*,823*,209*,1*
45500,3000,ND,93.92,13*,13*,636*,1*,12*,11*,1*
45500,4000,ND,94.69,13*,13,636*,1,12,11,1108*
45500,5000,ND,95.43,13*,13,1,1,12,11,1108*
45500,6000,ND,95.43,13*,13,1,1,12,11,1108*
45500,7000,15,96.10,13*,13,1,1,12,11,13*
45500,8000,15,96.10,13*,13,1,1,12,11,13*
45501,1000,ND,64.39,76*,134*,141*,6*,855*,662*,505*
45501,2000,ND,87.51,76*,745*,578*,426*,10*,3,2*
45501,3000,5031,93.01,10*,745*,8*,6*,10*,3,2*
45501,4000,45,97.17,10*,14*,8*,6,10,3,2*
45501,5000,45,97.30,10*,14*,8,6,10,3,2*
45501,6000,5450,97.39,10*,14,8,6,10,3,730*
45501,7000,5450,97.52,10*,14,8,6,10,3,730*
45501,8000,5450,97.52,10*,14,8,6,10,3,730*
45502,1000,ND,78.20,144*,208*,1*,19*,903*,212*,13*
45502,2000,ND,87.77,3*,3*,1*,19*,903*,314*,13*
45502,3000,ND,89.86,3*,3*,1*,665*,459*,314*,13*
45502,4000,ND,90.66,3*,3*,1*,23*,459*,314*,13*
45502,5000,ND,91.69,3*,3*,14*,23*,459*,314*,13*
45502,6000,ND,91.73,3*,487*,362*,23*,459*,314*,13*
45502,7000,ND,91.73,3*,487*,362*,23*,459*,314*,13*
45502,8000,ND,91.85,3*,487*,362*,105*,12*,314*,13*
45503,1000,ND,52.76,302*,878*,637*,"",6*,3*,898*
45503,2000,ND,87.96,873*,2*,637*,617*,6*,3*,898*
45503,3000,ND,95.17,172*,2*,2*,2*,6,3,244*
45503,4000,ND,96.78,2*,2,2*,2,6,3,244*
45503,5000,ND,96.81,2*,2,2*,2,6,3,244*
45503,6000,ND,96.81,2*,2,2*,2,6,3,244*
45503,7000,ND,96.88,2*,2,2*,2,6,3,244*
45503,8000,ND,96.88,2*,2,2*,2,6,3,244*
45504,1000,ND,71.48,533*,105*,478*,1*,679*,438*,13*
45504,2000,ND,93.92,13*,13*,478*,1*,12*,11*,13*
45504,3000,ND,96.88,13*,504*,478*,1*,12*,11*,13
45504,4000,3463,99.61,13*,504*,1*,1*,12*,11,13
45504,5000,ND,99.97,606,504*,1,1,12,11,13
45504,6000,5386,100.00,606,13,1,1,12,11,13
45504,7000,5386,100.00,606,13,1,1,12,11,13
45504,8000,15,100.00,13,13,1,1,12,11,13
45505,1000,ND,71.25,227*,65*,712*,4*,12*,102*,842*
45505,2000,ND,90.34,916*,597*,712*,4,12,1*,842*
45505,3000,ND,98.26,1*,4*,712*,4,12,1*,10
45505,4000,5,99.42,1*,4,1*,4,12,1*,10
45505,5000,5,99.65,1*,4,1*,4,12,1,10
45505,6000,5,99.77,1*,4,1,4,12,1,10
45505,7000,5,99.77,1*,4,1,4,12,1,10
45505,8000,5,99.77,1*,4,1,4,12,1,10
45506,1000,ND,73.46,96*,211*,161*,59*,808*,3*,354*
45506,2000,30,95.24,2*,2*,2*,2*,6*,3*,2*
45506,3000,30,96.65,2*,2,2*,2*,6*,3*,2*
45506,4000,30,99.42,2*,2,2*,2*,6,3,2*
45506,5000,30,99.94,2,2,2,2*,6,3,2
45506,6000,30,100.00,2,2,2,2,6,3,2
45506,7000,30,100.00,2,2,2,2,6,3,2
45506,8000,30,100.00,2,2,2,2,6,3,2
45507,1000,ND,87.18,595*,13*,978*,282*,37*,11*,13*
45507,2000,ND,92.66,13*,13*,978*,282*,37*,11*,13
45507,3000,ND,98.84,13*,13*,978*,1,12*,11,13
45507,4000,ND,99.61,13*,13,978,1,12*,11,13
45507,5000,ND,99.65,13*,13,978,1,12,11,13
45507,6000,ND,99.65,13*,13,978,1,12,11,13
45507,7000,ND,99.65,13*,13,574,1,12,11,13
45507,8000,ND,99.65,13*,13,574,1,12,11,13
45508,1000,ND,88.31,3*,1*,1*,399*,224*,106*,917*
45508,2000,2791,97.65,3*,1,1,8*,12*,1*,1
45508,3000,188,99.03,3*,1,1,8*,1*,1*,1
45508,4000,188,99.58,3*,1,1,8,1,1*,1
45508,5000,188,99.74,3*,1,1,8,1,1,1
45508,6000,188,99.81,3*,1,1,8,1,1,1
45508,7000,188,99.81,3*,1,1,8,1,1,1
45508,8000,188,99.81,3*,1,1,8,1,1,1
45509,1000,ND,60.75,191*,363*,576*,4*,46*,732*,10*
45509,2000,ND,84.88,1*,181*,240*,4,46*,1*,10*
45509,3000,ND,90.50,1*,181*,38*,4,46*,1*,10*
45509,4000,ND,98.13,1,4*,38*,4,251*,1*,10*
45509,5000,ND,99.74,1,4,1,4,845*,1*,10
45509,6000,5,99.90,1,4,1,4,12,1*,10
45509,7000,5,100.00,1,4,1,4,12,1,10
45509,8000,5,100.00,1,4,1,4,12,1,10
45510,1000,ND,75.49,789*,963*,665*,8*,660*,1*,1097*
45510,2000,ND,89.63,751*,963*,1*,8*,1*,1,1097*
45510,3000,ND,96.59,3*,1*,1,8,1*,1,508*
45510,4000,188,99.48,3*,1,1,8,1,1,1*
45510,5000,188,99.52,3*,1,1,8,1,1,1*
45510,6000,188,99.52,3*,1,1,8,1,1,1*
45510,7000,188,99.68,3*,1,1,8,1,1,1
45510,8000,188,99.68,3*,1,1,8,1,1,1
45511,1000,ND,58.09,243*,591*,477*,292*,235*,26*,39*
45511,2000,ND,90.84,3*,591*,571*,2*,306*,26*,39*
45511,3000,ND,96.32,3*,1121*,19*,2*,805*,26,39
45511,4000,ND,98.87,377*,1121*,19*,2,805*,26,39
45511,5000,ND,99.19,377*,1121*,19,2,20,26,39
45511,6000,8088,99.48,3*,1121*,19,2,20,26,39
45511,7000,8088,99.68,3*,1121,19,2,20,26,39
45511,8000,8088,99.68,3*,1121,19,2,20,26,39
45512,1000,ND,69.41,1*,573*,387*,502*,684*,145*,3*
45512,2000,ND,93.63,1*,4*,387*,8*,684*,73*,3*
45512,3000,72,98.16,1,4,1,8*,4,4*,3*
45512,4000,72,99.48,1,4,1,8,4,4*,3
45512,5000,72,99.97,1,4,1,8,4,4*,3
45512,6000,72,99.97,1,4,1,8,4,4*,3
45512,7000,72,100.00,1,4,1,8,4,4,3
45512,8000,72,100.00,1,4,1,8,4,4,3
45513,1000,ND,86.24,543*,1147,345*,53*,4*,4*,756*
45513,2000,ND,98.94,889*,3,798*,1,4*,4*,3*
45513,3000,8,99.87,3,3,1,1,4*,4,3
45513,4000,8,99.97,3,3,1,1,4*,4,3
45513,5000,8,99.97,3,3,1,1,4*,4,3
45513,6000,8,100.00,3,3,1,1,4,4,3
45513,7000,8,100.00,3,3,1,1,4,4,3
45513,8000,8,100.00,3,3,1,1,4,4,3
45514,1000,ND,77.84,81*,1147*,489*,1*,4*,770*,3*
45514,2000,ND,91.21,436*,3*,26*,1*,4*,4*,3*
45514,3000,8,97.33,3*,3,1*,1,4*,4*,3
45514,4000,8,99.29,3*,3,1*,1,4*,4*,3
45514,5000,8,99.52,3*,3,1,1,4*,4*,3
45514,6000,8,99.55,3*,3,1,1,4*,4*,3
45514,7000,8,99.74,3*,3,1,1,4,4,3
45514,8000,8,99.74,3*,3,1,1,4,4,3
45515,1000,ND,84.22,921*,23*,15*,2*,41*,20*,501*
45515,2000,ND,95.07,19*,23*,15*,2*,41,20*,2*
45515,3000,87,98.00,19*,23,15*,2*,41,20*,15
45515,4000,87,99.45,19*,23,15*,2*,41,20*,15
45515,5000,87,99.58,19*,23,15*,2,41,20*,15
45515,6000,87,99.65,19*,23,15,2,41,20,15
45515,7000,87,99.65,19*,23,15,2,41,20,15
45515,8000,87,99.65,19*,23,15,2,41,20,15
45516,1000,ND,78.46,337*,725*,268*,24*,924*,28*,3*
45516,2000,ND,90.75,337*,3,268*,24*,924*,4*,3*
45516,3000,8,98.55,3*,3,1*,1*,4*,4,3
45516,4000,8,99.32,3*,3,1,1,4*,4,3
45516,5000,8,99.65,3*,3,1,1,4,4,3
45516,6000,8,99.65,3*,3,1,1,4,4,3
45516,7000,8,99.68,3*,3,1,1,4,4,3
45516,8000,8,99.68,3*,3,1,1,4,4,3
45517,1000,ND,67.39,684*,824*,1031*,333*,42*,466*,10*
45517,2000,ND,91.82,631*,4*,1031*,306*,42,1,10*
45517,3000,5,99.52,1*,4*,1,4*,12,1,10
45517,4000,5,99.68,1*,4*,1,4*,12,1,10
45517,5000,5,99.71,1*,4*,1,4*,12,1,10
45517,6000,5,99.90,1*,4,1,4,12,1,10
45517,7000,5,99.90,1*,4,1,4,12,1,10
45517,8000,5,99.90,1*,4,1,4,12,1,10
45518,1000,ND,66.72,688*,13*,920*,354*,25*,10*,13*
45518,2000,ND,95.01,13*,13,240*,354*,741*,10*,13*
45518,3000,ND,97.59,13*,13,240,1*,741*,10*,13*
45518,4000,6071,99.84,13,13,1,1*,741,10,13
45518,5000,6071,100.00,13,13,1,1,741,10,13
45518,6000,6071,100.00,13,13,1,1,741,10,13
45518,7000,6071,100.00,13,13,1,1,741,10,13
45518,8000,6071,100.00,13,13,1,1,741,10,13
45519,1000,ND,67.87,1*,431*,903*,324*,12*,913*,89*
45519,2000,ND,94.20,1*,4*,1*,324*,12,643*,10*
45519,3000,8164,98.36,1*,4*,1,4*,12,643*,10*
45519,4000,5,99.61,1,4*,1,4,12,1*,10*
45519,5000,5,100.00,1,4,1,4,12,1,10
45519,6000,5,100.00,1,4,1,4,12,1,10
45519,7000,5,100.00,1,4,1,4,12,1,10
45519,8000,5,100.00,1,4,1,4,12,1,10
45520,1000,ND,78.37,484*,4*,1*,8*,1010*,88*,116*
45520,2000,ND,97.78,1*,4,643*,8*,4*,426*,3
45520,3000,72,99.03,1*,4,1,8*,4,4*,3
45520,4000,72,99.45,1*,4,1,8*,4,4,3
45520,5000,72,99.68,1*,4,1,8,4,4,3
45520,6000,72,99.71,1*,4,1,8,4,4,3
45520,7000,72,99.74,1*,4,1,8,4,4,3
45520,8000,72,99.74,1*,4,1,8,4,4,3
45521,1000,ND,69.77,3*,35*,548*,2*,20*,278*,39*
45521,2000,ND,86.90,3*,35*,502*,2*,20,767*,39
45521,3000,398,95.52,3*,35,19*,2,20,26,39
45521,4000,398,99.23,3*,35,19*,2,20,26,39
45521,5000,398,100.00,3,35,19,2,20,26,39
45521,6000,398,100.00,3,35,19,2,20,26,39
45521,7000,398,100.00,3,35,19,2,20,26,39
45521,8000,398,100.00,3,35,19,2,20,26,39
45522,1000,ND,69.03,691*,707*,15*,545*,41*,254*,15*
45522,2000,ND,88.54,691*,960*,15,2*,41*,20*,15*
45522,3000,ND,96.14,691*,23*,15,2*,41,20*,15*
45522,4000,87,99.07,19*,23*,15,2*,41,20*,15*
45522,5000,87,99.48,19*,23,15,2,41,20,15
45522,6000,87,99.52,19*,23,15,2,41,20,15
45522,7000,87,99.61,19*,23,15,2,41,20,15
45522,8000,87,99.61,19*,23,15,2,41,20,15
45523,1000,ND,67.23,292*,930*,490*,411*,431*,4*,422*
45523,2000,ND,90.24,3*,3*,490*,604*,4,4,38*
45523,3000,ND,96.43,3*,3*,490*,604*,4,4,3*
45523,4000,ND,98.00,3*,3,490*,604*,4,4,3*
45523,5000,ND,99.20,3*,3,1*,604*,4,4,3
45523,6000,8,99.77,3*,3,1,1,4,4,3
45523,7000,8,99.77,3*,3,1,1,4,4,3
45523,8000,8,99.77,3*,3,1,1,4,4,3
45524,1000,ND,62.85,509*,3*,622*,239*,684*,819*,1038*
45524,2000,ND,87.25,3*,3*,391*,547*,684*,4*,161*
45524,3000,ND,93.72,3*,3,1*,547*,4*,4*,3*
45524,4000,3341,98.81,377*,3,1,1*,4,4*,3*
45524,5000,8,99.20,3*,3,1,1*,4,4,3
45524,6000,8,99.61,3*,3,1,1*,4,4,3
45524,7000,8,99.68,3*,3,1,1,4,4,3
45524,8000,8,99.68,3*,3,1,1,4,4,3
45525,1000,ND,79.86,13*,13*,450*,1*,225*,45*,13*
45525,2000,15,92.72,13*,13*,1,1*,12*,11*,13*
45525,3000,15,95.85,13*,13*,1,1*,12*,11*,13
45525,4000,15,99.45,13*,13*,1,1,12*,11*,13
45525,5000,15,99.68,13*,13,1,1,12*,11*,13
45525,6000,15,99.77,13*,13,1,1,12,11,13
45525,7000,15,99.84,13*,13,1,1,12,11,13
45525,8000,15,99.84,13*,13,1,1,12,11,13
45526,1000,ND,76.01,3*,49*,895*,343*,1*,5*,624*
45526,2000,ND,94.11,3*,1*,464*,193*,1,5*,894*
45526,3000,97,98.84,3*,1*,1*,1*,1,5,3*
45526,4000,97,99.20,3*,1,1*,1*,1,5,3*
45526,5000,97,99.61,3*,1,1,1,1,5,3*
45526,6000,97,99.65,3*,1,1,1,1,5,3
45526,7000,97,99.65,3*,1,1,1,1,5,3
45526,8000,97,99.68,3*,1,1,1,1,5,3
45527,1000,ND,86.56,1*,4*,467*,4*,770*,1*,10*
45527,2000,ND,94.66,1*,4,798*,4*,619*,1*,10*
45527,3000,ND,99.32,1*,4,798,4*,12*,1*,10
45527,4000,5,99.84,1,4,1,4,12*,1,10
45527,5000,5,99.84,1,4,1,4,12*,1,10
45527,6000,5,99.94,1,4,1,4,12*,1,10
45527,7000,5,99.94,1,4,1,4,12*,1,10
45527,8000,5,100.00,1,4,1,4,12,1,10
45528,1000,ND,86.38,448*,814*,1*,254*,46*,1,10*
45528,2000,ND,93.89,1*,814*,467*,254*,12,1,10*
45528,3000,5,98.55,1*,4*,1*,4*,12,1,10*
45528,4000,5,98.71,1*,4*,1,4*,12,1,10
45528,5000,5,99.61,1*,4*,1,4,12,1,10
45528,6000,5,99.61,1*,4*,1,4,12,1,10
45528,7000,5,99.65,1*,4,1,4,12,1,10
45528,8000,5,99.65,1*,4,1,4,12,1,10
45529,1000,ND,79.57,3*,1081*,729*,1*,1*,5*,144*
45529,2000,ND,95.33,3,362*,1*,1*,1*,5*,3*
45529,3000,ND,97.13,3,520*,1*,1*,1,5*,3
45529,4000,97,99.42,3,1*,1*,1*,1,5,3
45529,5000,97,99.71,3,1*,1*,1*,1,5,3
45529,6000,97,99.81,3,1*,1*,1*,1,5,3
45529,7000,97,99.87,3,1*,1*,1,1,5,3
45529,8000,97,99.97,3,1*,1,1,1,5,3
45530,1000,ND,77.37,16*,16*,12*,89*,586*,13*,376*
45530,2000,ND,88.02,16,16*,12,89*,13*,13*,376*
45530,3000,ND,96.62,16,16*,12,2,13*,13,506*
45530,4000,50,99.74,16,16*,12,2,13,13,15*
45530,5000,50,100.00,16,16,12,2,13,13,15
45530,6000,50,100.00,16,16,12,2,13,13,15
45530,7000,50,100.00,16,16,12,2,13,13,15
45530,8000,50,100.00,16,16,12,2,13,13,15
45531,1000,ND,85.18,16*,794*,12*,536*,13*,13*,15*
45531,2000,ND,96.81,16*,16*,12*,2,13*,110*,15*
45531,3000,50,99.20,16*,16*,12*,2,13*,13*,15*
45531,4000,50,99.90,16*,16,12,2,13,13,15
45531,5000,50,100.00,16,16,12,2,13,13,15
45531,6000,50,100.00,16,16,12,2,13,13,15
45531,7000,50,100.00,16,16,12,2,13,13,15
45531,8000,50,100.00,16,16,12,2,13,13,15
45532,1000,ND,72.54,408*,1*,118*,8*,1*,99*,1*
45532,2000,ND,91.12,408*,1*,643*,31*,1*,620*,1*
45532,3000,188,98.36,3*,1,1,8*,1*,1*,1
45532,4000,188,99.65,3*,1,1,8*,1,1,1
45532,5000,188,99.90,3,1,1,8*,1,1,1
45532,6000,188,100.00,3,1,1,8,1,1,1
45532,7000,188,100.00,3,1,1,8,1,1,1
45532,8000,188,100.00,3,1,1,8,1,1,1
45533,1000,ND,68.77,3*,3*,14*,1*,874*,537*,913*
45533,2000,ND,95.01,3*,3*,467*,1*,4*,4*,913*
45533,3000,ND,99.26,3*,3,467*,1,4*,4,3*
45533,4000,8,99.48,3*,3,1*,1,4,4,3*
45533,5000,8,99.65,3*,3,1,1,4,4,3
45533,6000,8,99.65,3*,3,1,1,4,4,3
45533,7000,8,99.71,3*,3,1,1,4,4,3
45533,8000,8,99.71,3*,3,1,1,4,4,3
45534,1000,ND,72.05,789*,49*,798*,8*,322*,1*,12*
45534,2000,ND,81.42,3*,49*,753*,8*,856*,1*,12*
45534,3000,188,95.01,3*,1*,1,8,1*,1*,1*
45534,4000,188,98.49,3*,1,1,8,1*,1,1*
45534,5000,188,99.61,3*,1,1,8,1,1,1
45534,6000,188,99.68,3*,1,1,8,1,1,1
45534,7000,188,99.71,3*,1,1,8,1,1,1
45534,8000,188,99.71,3*,1,1,8,1,1,1
45535,1000,ND,83.30,656*,161*,455*,2*,112*,3*,2*
45535,2000,ND,94.85,2*,2*,455*,2*,112*,3,2*
45535,3000,30,98.84,2*,2,2*,2*,6*,3,2*
45535,4000,30,99.39,2*,2,2*,2,6*,3,2
45535,5000,30,99.68,2*,2,2,2,6,3,2
45535,6000,30,99.68,2*,2,2,2,6,3,2
45535,7000,30,99.68,2*,2,2,2,6,3,2
45535,8000,30,99.68,2*,2,2,2,6,3,2
45536,1000,ND,63.19,3*,485*,20*,235*,20*,700*,490*
45536,2000,ND,94.23,93*,35*,553*,139*,20*,26*,39*
45536,3000,398,98.52,3*,35*,19,2*,20*,26*,39
45536,4000,398,99.90,3,35,19,2,20,26*,39
45536,5000,398,100.00,3,35,19,2,20,26,39
45536,6000,398,100.00,3,35,19,2,20,26,39
45536,7000,398,100.00,3,35,19,2,20,26,39
45536,8000,398,100.00,3,35,19,2,20,26,39
45537,1000,ND,73.86,330*,135*,114*,1*,317*,507*,3*
45537,2000,ND,94.17,3*,722*,114*,1,317*,507*,3*
45537,3000,5863,97.10,3*,3*,1*,1,590*,4*,3*
45537,4000,8,99.42,3*,3*,1*,1,4*,4,3
45537,5000,8,99.52,3*,3*,1*,1,4,4,3
45537,6000,8,99.55,3*,3*,1*,1,4,4,3
45537,7000,8,99.68,3*,3,1,1,4,4,3
45537,8000,8,99.71,3*,3,1,1,4,4,3
45538,1000,ND,66.70,689*,678*,1*,644*,4*,4*,765*
45538,2000,ND,92.95,619*,3*,1*,1*,4*,4*,183*
45538,3000,ND,98.13,377*,3,1*,1,4*,4*,183*
45538,4000,1750,99.61,3*,3,1,1,4*,4*,183*
45538,5000,1750,99.65,3*,3,1,1,4*,4*,183
45538,6000,1750,99.71,3*,3,1,1,4,4,183
45538,7000,1750,99.71,3*,3,1,1,4,4,183
45538,8000,1750,99.71,3*,3,1,1,4,4,183
45539,1000,ND,74.35,444*,1135*,494*,560*,20*,26*,39*
45539,2000,ND,96.00,3,1135*,19*,2*,20*,26*,839*
45539,3000,398,99.71,3,35*,19,2,20*,26,39*
45539,4000,398,99.97,3,35*,19,2,20,26,39
45539,5000,398,100.00,3,35,19,2,20,26,39
45539,6000,398,100.00,3,35,19,2,20,26,39
45539,7000,398,100.00,3,35,19,2,20,26,39
45539,8000,398,100.00,3,35,19,2,20,26,39
45540,1000,ND,79.00,551*,2*,2*,2*,3*,858*,113*
45540,2000,ND,93.43,2*,2*,2*,2*,304*,179*,2*
45540,3000,ND,97.52,2,2,2,2*,304*,179*,2*
45540,4000,1482,98.84,2,2,2,2*,6*,179,2
45540,5000,1482,98.97,2,2,2,2*,6*,179,2
45540,6000,1482,100.00,2,2,2,2,6,179,2
45540,7000,1482,100.00,2,2,2,2,6,179,2
45540,8000,1482,100.00,2,2,2,2,6,179,2
45541,1000,ND,73.98,3*,1*,110*,8*,874*,871*,1*
45541,2000,ND,92.72,3,1*,179*,8,66*,1,1*
45541,3000,ND,93.98,3,1,1*,8,66*,1,1*
45541,4000,188,99.42,3,1,1*,8,1*,1,1*
45541,5000,188,99.90,3,1,1*,8,1,1,1
45541,6000,188,100.00,3,1,1,8,1,1,1
45541,7000,188,100.00,3,1,1,8,1,1,1
45541,8000,188,100.00,3,1,1,8,1,1,1
45542,1000,ND,80.77,13*,599*,467*,1*,147*,11*,909*
45542,2000,ND,96.98,13*,13*,467*,1,147*,11*,1032*
45542,3000,ND,98.52,13*,13,467*,1,12*,11,1032*
45542,4000,15,99.48,13*,13,1,1,12*,11,13*
45542,5000,15,99.58,13*,13,1,1,12,11,13*
45542,6000,15,99.68,13*,13,1,1,12,11,13
45542,7000,15,99.68,13*,13,1,1,12,11,13
45542,8000,15,99.68,13*,13,1,1,12,11,13
45543,1000,ND,83.74,468*,183*,953*,652*,401*,4*,3*
45543,2000,3329,96.97,3*,3*,1,1*,401*,4*,3*
45543,3000,8,99.13,3*,3*,1,1,4*,4,3*
45543,4000,8,99.65,3*,3,1,1,4*,4,3*
45543,5000,8,99.71,3*,3,1,1,4,4,3
45543,6000,8,99.71,3*,3,1,1,4,4,3
45543,7000,8,99.71,3*,3,1,1,4,4,3
45543,8000,8,99.71,3*,3,1,1,4,4,3
45544,1000,ND,70.19,19*,23*,15*,323*,41*,171*,15*
45544,2000,87,93.59,19*,23,15,2,41*,20*,15*
45544,3000,ND,97.65,19*,23,15,2,41*,915*,15*
45544,4000,87,99.20,19*,23,15,2,41*,20*,15
45544,5000,87,99.45,19*,23,15,2,41,20*,15
45544,6000,87,99.71,19*,23,15,2,41,20,15
45544,7000,87,99.71,19*,23,15,2,41,20,15
45544,8000,87,99.71,19*,23,15,2,41,20,15
45545,1000,ND,68.06,546*,601*,982*,344*,816*,1*,1046*
45545,2000,ND,91.63,546*,1148*,982*,124*,230*,1*,10*
45545,3000,8132,97.26,1*,4*,982*,4*,12*,1*,10*
45545,4000,8132,99.29,1*,4,982*,4*,12,1*,10
45545,5000,8132,99.71,1*,4,982,4,12,1,10
45545,6000,8132,99.71,1*,4,982,4,12,1,10
45545,7000,8132,99.71,1*,4,982,4,12,1,10
45545,8000,8132,99.71,1*,4,982,4,12,1,10
45546,1000,ND,51.05,3*,1180*,38*,8*,500*,102*,985*
45546,2000,ND,81.94,3*,388*,736*,520*,714*,1*,872*
45546,3000,188,97.33,3*,1*,1*,8*,1*,1,1*
45546,4000,188,98.78,3*,1,1,8*,1*,1,1*
45546,5000,188,99.45,3*,1,1,8,1*,1,1
45546,6000,188,99.77,3*,1,1,8,1,1,1
45546,7000,188,99.77,3*,1,1,8,1,1,1
45546,8000,188,99.77,3*,1,1,8,1,1,1
45547,1000,ND,68.10,709*,4*,919*,"",884*,426*,312*
45547,2000,ND,89.57,47*,4*,1*,8*,4*,4*,312*
45547,3000,ND,97.81,1*,4*,1*,8,4,4,194*
45547,4000,ND,98.39,1*,4*,1,8,4,4,194*
45547,5000,72,98.87,1*,4*,1,8,4,4,3*
45547,6000,72,99.20,1*,4*,1,8,4,4,3*
45547,7000,72,99.32,1*,4,1,8,4,4,3*
45547,8000,72,99.65,1*,4,1,8,4,4,3*
45548,1000,ND,77.27,873*,518*,259*,489*,6*,247*,573*
45548,2000,ND,95.05,2*,1130*,896*,2*,6*,3*,2*
45548,3000,8130,98.71,2*,1130*,2,2*,6*,3*,2*
45548,4000,8130,99.10,2*,1130*,2,2*,6,3*,2
45548,5000,8130,99.39,2*,1130*,2,2*,6,3*,2
45548,6000,8130,99.81,2*,1130,2,2,6,3*,2
45548,7000,8130,99.90,2*,1130,2,2,6,3*,2
45548,8000,8130,100.00,2,1130,2,2,6,3,2
45549,1000,ND,63.04,19*,23*,15*,130*,41*,531*,63*
45549,2000,ND,74.40,19*,23*,15*,546*,41*,292*,63*
45549,3000,87,96.62,19*,23*,15,2,41,20*,15*
45549,4000,87,99.36,19*,23,15,2,41,20*,15*
45549,5000,87,99.71,19*,23,15,2,41,20*,15
45549,6000,87,99.77,19*,23,15,2,41,20,15
45549,7000,87,99.81,19*,23,15,2,41,20,15
45549,8000,87,99.81,19*,23,15,2,41,20,15
45550,1000,ND,78.17,767*,429*,1*,1*,1*,5*,53*
45550,2000,ND,94.62,3*,429*,1*,1*,1*,5*,3*
45550,3000,97,97.71,3,1*,1*,1*,1*,5*,3*
45550,4000,ND,99.03,3,562*,1,1*,1,5*,3*
45550,5000,97,99.74,3,1,1,1,1,5,3*
45550,6000,97,99.74,3,1,1,1,1,5,3*
45550,7000,97,100.00,3,1,1,1,1,5,3
45550,8000,97,100.00,3,1,1,1,1,5,3
45551,1000,ND,72.54,554*,1023*,417*,1*,788*,4*,896*
45551,2000,ND,81.28,3*,841*,417*,1*,788*,4*,896*
45551,3000,ND,96.84,3*,3*,944*,1*,4*,4*,383*
45551,4000,ND,98.94,3*,3,944*,1,4*,4*,3*
45551,5000,ND,99.42,3*,3,798*,1,4*,4,3
45551,6000,8,99.77,3*,3,1,1,4*,4,3
45551,7000,8,99.81,3*,3,1,1,4,4,3
45551,8000,8,99.81,3*,3,1,1,4,4,3
45552,1000,ND,72.46,3*,3*,759*,301*,4*,4*,314*
45552,2000,8,95.75,3*,3*,1*,1,4*,4,3*
45552,3000,8,98.91,3*,3*,1,1,4,4,3*
45552,4000,ND,99.55,3*,3*,1,1,4,4,774*
45552,5000,8,99.55,3*,3,1,1,4,4,3*
45552,6000,8,99.61,3*,3,1,1,4,4,3
45552,7000,8,99.61,3*,3,1,1,4,4,3
45552,8000,8,99.61,3*,3,1,1,4,4,3
45553,1000,ND,72.63,13*,13*,1*,36*,12*,10*,616*
45553,2000,582,91.27,13*,13*,1*,1*,12*,10*,13*
45553,3000,582,97.65,13*,13,1,1,12*,10*,13*
45553,4000,582,99.32,13,13,1,1,12,10*,13*
45553,5000,582,100.00,13,13,1,1,12,10,13
45553,6000,582,100.00,13,13,1,1,12,10,13
45553,7000,582,100.00,13,13,1,1,12,10,13
45553,8000,582,100.00,13,13,1,1,12,10,13
45554,1000,ND,72.67,146*,1017*,8*,151*,10*,37*,350*
45554,2000,ND,85.54,10*,14*,8*,6*,10*,37*,350*
45554,3000,ND,94.37,10,14*,8,6*,10*,37*,350*
45554,4000,256,98.58,10,14*,8,6*,10*,37*,2*
45554,5000,256,98.97,10,14,8,6*,10*,37*,2*
45554,6000,256,99.97,10,14,8,6,10*,37,2
