reads,sketch_id,shared_hashes,mlst,meca,pvl,scc,clindamycin,rifampicin,ciprofloxacin,vancomycin,tetracycline,mupirocin,gentamicin,trimethoprim,penicillin,methicillin,erythromycin,fusidicacid,pubmlst_id,resolution
4000,-,-,ST5,MRSA,PVL*,SCCmec-II,S,S,R,S,S,S,S,S,R,R,S,S,38776,1k
5000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,S,S,S,S,S,S,R,R,R,S,38776,1k
6000,-,-,ST5,MRSA,PVL*,SCCmec-II,S,S,R,S,S,S,S,S,R,R,S,S,38776,1k
7000,-,-,ST5,MRSA,PVL*,-,S,S,S,S,S,S,S,S,R,R,S,S,38776,1k
8000,-,-,ST5,MRSA,PVL*,-,S,S,S,S,S,S,S,S,R,R,S,S,38776,1k
1000,-,-,ST97,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38777,1k
2000,-,-,ST15,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38777,1k
3000,-,-,ST8,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,38777,1k
4000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38777,1k
5000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38777,1k
6000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38777,1k
7000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38777,1k
8000,-,-,ST8,MSSA,PVL*,-,R,S,S,S,R,S,S,S,R,S,R,S,38777,1k
1000,-,-,ST15,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,R,S,38778,1k
2000,-,-,ST15,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38778,1k
3000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38778,1k
4000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38778,1k
5000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38778,1k
6000,-,-,ST8,MRSA,PVL*,SCCmec-II,R,S,S,S,S,S,S,S,R,R,R,S,38778,1k
7000,-,-,ST8,MRSA,PVL*,-,S,S,S,S,S,S,S,S,R,R,S,S,38778,1k
8000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,R,S,S,S,S,S,S,R,R,R,S,38778,1k
1000,-,-,ST8,MRSA,PVL*,-,S,S,S,S,S,S,S,S,R,R,S,S,38779,1k
2000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38779,1k
3000,-,-,ST8,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,38779,1k
4000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38779,1k
5000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38779,1k
6000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38779,1k
7000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38779,1k
8000,-,-,ST8,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,38779,1k
1000,-,-,ST15,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38780,1k
2000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38780,1k
3000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38780,1k
4000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38780,1k
5000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38780,1k
6000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38780,1k
7000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38780,1k
8000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38780,1k
1000,-,-,ST398,MRSA,PVL-,Vc,S,S,S,S,R,S,S,S,R,R,S,S,38781,1k
2000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,S,R,R,R,S,38781,1k
3000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,S,R,R,R,S,38781,1k
4000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,38781,1k
5000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,S,R,R,R,S,38781,1k
6000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,38781,1k
7000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,38781,1k
8000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,38781,1k
1000,-,-,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,38782,1k
2000,-,-,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,38782,1k
3000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38782,1k
4000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,R,S,38782,1k
5000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38782,1k
6000,-,-,ST8,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,S,38782,1k
7000,-,-,ST8,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,S,38782,1k
8000,-,-,ST8,MRSA,PVL*,-,R,S,S,S,S,S,S,S,R,R,R,S,38782,1k
1000,-,-,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,S,S,38783,1k
2000,-,-,ST8,MRSA,PVL*,-,S,S,S,S,S,S,S,S,R,R,R,S,38783,1k
3000,-,-,ST8,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,38783,1k
4000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38783,1k
5000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38783,1k
6000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38783,1k
7000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38783,1k
8000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38783,1k
1000,-,-,ST8,MRSA,PVL*,SCCmec-II,S,S,R,S,S,S,S,S,R,R,S,S,38784,1k
2000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38784,1k
3000,-,-,ST8,MRSA,PVL*,-,S,S,R,S,S,S,S,S,R,R,R,S,38784,1k
4000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38784,1k
5000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38784,1k
6000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38784,1k
7000,-,-,ST8,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,38784,1k
8000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38784,1k
1000,-,-,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,38785,1k
2000,-,-,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,38785,1k
3000,-,-,ST87,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,38785,1k
4000,-,-,ST87,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,38785,1k
5000,-,-,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,38785,1k
6000,-,-,ST59,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38785,1k
7000,-,-,ST1,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,38785,1k
8000,-,-,ST22,MRSA,PVL-,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,S,S,38785,1k
1000,-,-,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,38786,1k
2000,-,-,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,38786,1k
3000,-,-,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,38786,1k
4000,-,-,ST87,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,38786,1k
5000,-,-,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,38786,1k
6000,-,-,ST59,MRSA,PVL-,SCCmec-IV,R,S,R,S,S,S,S,S,R,R,R,S,38786,1k
7000,-,-,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38786,1k
8000,-,-,ST22,MRSA,PVL-,SCCmec-IV,R,S,R,S,S,S,S,S,R,R,R,S,38786,1k
1000,-,-,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,38787,1k
2000,-,-,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,38787,1k
3000,-,-,ST87,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,38787,1k
4000,-,-,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,38787,1k
5000,-,-,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,38787,1k
6000,-,-,ST22,MSSA,PVL-,-,R,S,S,S,S,S,S,S,R,S,R,S,38787,1k
7000,-,-,ST133,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,38787,1k
8000,-,-,ST22,MRSA,PVL-,SCCmec-IV,R,S,R,S,S,S,S,S,R,R,R,S,38787,1k
1000,-,-,ST250,MRSA,PVL*,SCCmec-I,S,S,S,S,R,S,S,S,R,R,S,S,38788,1k
2000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38788,1k
3000,-,-,ST8,MRSA,PVL*,SCCmec-II,S,S,R,S,S,S,S,S,R,R,S,S,38788,1k
4000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38788,1k
5000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38788,1k
6000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38788,1k
7000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38788,1k
8000,-,-,ST8,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,38788,1k
1000,-,-,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,S,S,38789,1k
2000,-,-,ST8,MRSA,PVL*,-,S,S,S,S,S,S,S,S,R,R,R,S,38789,1k
3000,-,-,ST8,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,38789,1k
4000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38789,1k
5000,-,-,ST8,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,38789,1k
6000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38789,1k
7000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38789,1k
8000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38789,1k
1000,-,-,ST8,MRSA,PVL*,-,S,S,S,S,S,S,S,S,R,R,S,S,38790,1k
2000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38790,1k
3000,-,-,ST8,MRSA,PVL*,-,R,S,R,S,S,S,S,S,R,R,R,S,38790,1k
4000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38790,1k
5000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,R,S,38790,1k
6000,-,-,ST8,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,38790,1k
7000,-,-,ST8,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,38790,1k
8000,-,-,ST8,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,38790,1k
1000,-,-,ST45,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,38791,1k
2000,-,-,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,S,S,R,R,R,S,38791,1k
3000,-,-,ST22,MRSA,PVL-,SCCmec-IV,R,S,R,S,S,S,S,S,R,R,R,R,38791,1k
4000,-,-,ST22,MRSA,PVL-,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,R,38791,1k
5000,-,-,ST22,MRSA,PVL-,SCCmec-IV,R,S,R,S,S,S,S,S,R,R,R,S,38791,1k
6000,-,-,ST22,MRSA,PVL-,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,S,S,38791,1k
7000,-,-,ST22,MRSA,PVL-,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,S,S,38791,1k
8000,-,-,ST22,MRSA,PVL-,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,S,S,38791,1k
1000,-,-,ST5,MRSA,PVL*,SCCmec-II,S,S,R,S,S,S,S,S,R,R,S,S,38792,1k
2000,-,-,ST5,MRSA,PVL*,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,38792,1k
3000,-,-,ST5,MRSA,PVL*,SCCmec-I,R,S,S,S,S,S,S,S,R,R,R,S,38792,1k
4000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,R,38792,1k
5000,-,-,ST5,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38792,1k
6000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,S,S,S,S,S,S,R,R,R,S,38792,1k
7000,-,-,ST5,MRSA,PVL*,SCCmec-II,S,S,R,S,S,S,S,S,R,R,S,S,38792,1k
8000,-,-,ST5,MRSA,PVL*,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,38792,1k
1000,-,-,ST188,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38793,1k
2000,-,-,ST188,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38793,1k
3000,-,-,ST188,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38793,1k
4000,-,-,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38793,1k
5000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38793,1k
6000,-,-,ST8,MSSA,PVL*,-,R,S,S,S,R,S,S,S,R,S,R,S,38793,1k
7000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38793,1k
8000,-,-,ST1,MSSA,PVL*,-,R,S,S,S,R,S,S,S,R,S,R,S,38793,1k
1000,-,-,ST398,MRSA,PVL-,Vc,S,S,S,S,R,S,S,R,R,R,S,S,38794,1k
2000,-,-,ST398,MRSA,PVL-,Vc,S,S,S,S,R,S,S,S,R,R,S,S,38794,1k
3000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,S,R,R,R,S,38794,1k
4000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,38794,1k
5000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,38794,1k
6000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,38794,1k
7000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,38794,1k
8000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,S,R,R,R,S,38794,1k
1000,-,-,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,38795,1k
2000,-,-,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,38795,1k
3000,-,-,ST87,MRSA,PVL-,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,38795,1k
4000,-,-,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,38795,1k
5000,-,-,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,38795,1k
6000,-,-,ST121,MSSA,PVL+,-,S,S,S,S,S,S,S,S,R,S,S,S,38795,1k
7000,-,-,ST149,MRSA,PVL*,-,R,S,S,S,S,S,S,S,R,R,R,S,38795,1k
8000,-,-,ST22,MRSA,PVL*,SCCmec-IV,R,S,R,S,S,S,S,S,R,R,R,S,38795,1k
1000,-,-,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,38796,1k
2000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38796,1k
3000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38796,1k
4000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38796,1k
5000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38796,1k
6000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38796,1k
7000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38796,1k
8000,-,-,ST8,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,38796,1k
1000,-,-,ST15,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38797,1k
2000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38797,1k
3000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38797,1k
4000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38797,1k
5000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38797,1k
6000,-,-,ST8,MRSA,PVL*,-,R,S,S,S,S,S,S,S,R,R,R,S,38797,1k
7000,-,-,ST8,MRSA,PVL*,-,R,S,S,S,S,S,S,S,R,R,R,S,38797,1k
8000,-,-,ST8,MRSA,PVL*,-,R,S,S,S,S,S,S,S,R,R,R,S,38797,1k
1000,-,-,ST188,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38798,1k
2000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38798,1k
3000,-,-,ST188,MSSA,PVL*,-,S,S,R,S,S,S,S,S,R,S,S,S,38798,1k
4000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38798,1k
5000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38798,1k
6000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38798,1k
7000,-,-,ST15,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38798,1k
8000,-,-,ST22,MRSA,PVL*,-,S,S,S,S,S,S,S,S,R,R,S,S,38798,1k
1000,-,-,ST22,MRSA,PVL-,SCCmec-IV,S,S,R,S,S,S,R,R,R,R,S,S,38799,1k
2000,-,-,ST22,MRSA,PVL-,SCCmec-IV,R,S,R,S,S,S,S,S,R,R,R,S,38799,1k
3000,-,-,ST22,MRSA,PVL-,SCCmec-IV,R,S,R,S,S,S,S,S,R,R,R,S,38799,1k
4000,-,-,ST22,MRSA,PVL-,SCCmec-IV,R,S,R,S,S,S,S,S,R,R,R,S,38799,1k
5000,-,-,ST22,MRSA,PVL-,SCCmec-IV,R,S,R,S,S,S,S,S,R,R,R,S,38799,1k
6000,-,-,ST22,MRSA,PVL-,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,S,S,38799,1k
7000,-,-,ST22,MRSA,PVL-,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,S,S,38799,1k
8000,-,-,ST22,MRSA,PVL-,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,S,S,38799,1k
1000,-,-,ST30,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,38800,1k
2000,-,-,ST36,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,38800,1k
3000,-,-,ST30,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,38800,1k
4000,-,-,ST30,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,38800,1k
5000,-,-,ST30,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,38800,1k
6000,-,-,ST36,MRSA,PVL-,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,38800,1k
7000,-,-,ST36,MRSA,PVL-,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,38800,1k
8000,-,-,ST30,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,38800,1k
1000,-,-,ST15,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38801,1k
2000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38801,1k
3000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38801,1k
4000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38801,1k
5000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38801,1k
6000,-,-,ST8,MRSA,PVL*,-,R,S,S,S,S,S,S,S,R,R,R,S,38801,1k
7000,-,-,ST5,MRSA,PVL*,-,S,S,S,S,S,S,S,S,R,R,S,S,38801,1k
8000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,R,S,S,S,S,S,S,R,R,R,S,38801,1k
1000,-,-,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,38802,1k
2000,-,-,ST8,MRSA,PVL*,-,R,S,S,S,S,S,S,S,R,R,R,S,38802,1k
3000,-,-,ST8,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,38802,1k
4000,-,-,ST8,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,38802,1k
5000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38802,1k
6000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38802,1k
7000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38802,1k
8000,-,-,ST8,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,38802,1k
1000,-,-,ST5,MRSA,PVL*,SCCmec-II,S,S,R,S,S,S,S,S,R,R,S,S,38803,1k
2000,-,-,ST5,MRSA,PVL*,-,R,S,R,S,S,S,S,S,R,R,R,S,38803,1k
3000,-,-,ST5,MRSA,PVL*,SCCmec-I,R,S,S,S,S,S,R,S,R,R,R,S,38803,1k
4000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,R,38803,1k
5000,-,-,ST5,MRSA,PVL*,-,S,S,S,S,S,S,S,S,R,R,S,S,38803,1k
6000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,38803,1k
7000,-,-,ST5,MRSA,PVL*,SCCmec-II,S,S,R,S,S,S,S,S,R,R,S,S,38803,1k
8000,-,-,ST5,MRSA,PVL*,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,38803,1k
1000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,38804,1k
2000,-,-,ST5,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,38804,1k
3000,-,-,ST5,MRSA,PVL*,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,38804,1k
4000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,R,R,S,S,S,S,S,R,R,R,S,38804,1k
5000,-,-,ST5,MRSA,PVL*,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,38804,1k
6000,-,-,ST5,MRSA,PVL*,-,S,S,R,S,S,S,S,S,R,R,S,S,38804,1k
7000,-,-,ST5,MRSA,PVL*,SCCmec-II,S,S,R,S,S,S,S,S,R,R,S,S,38804,1k
8000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,S,S,S,S,S,S,R,R,R,S,38804,1k
1000,-,-,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,38805,1k
2000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38805,1k
3000,-,-,ST5,MRSA,PVL*,SCCmec-I,R,S,R,S,S,S,S,S,R,R,R,S,38805,1k
4000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,R,38805,1k
5000,-,-,ST5,MRSA,PVL*,SCCmec-II,S,S,R,S,S,S,R,S,R,R,S,S,38805,1k
6000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,38805,1k
7000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,38805,1k
8000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,38805,1k
1000,-,-,ST15,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38806,1k
2000,-,-,ST15,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38806,1k
3000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38806,1k
4000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38806,1k
5000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38806,1k
6000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38806,1k
7000,-,-,ST8,MSSA,PVL*,-,R,S,S,S,R,S,S,S,R,S,R,S,38806,1k
8000,-,-,ST149,MRSA,PVL*,-,S,S,S,S,S,S,S,S,R,R,S,S,38806,1k
1000,-,-,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,38807,1k
2000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38807,1k
3000,-,-,ST8,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,38807,1k
4000,-,-,ST8,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,38807,1k
5000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38807,1k
6000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38807,1k
7000,-,-,ST8,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,38807,1k
